sample_index,absolute_token_position,template_id,template_metadata.prompt_framing,template_metadata.output_format,task,task_metadata.task_family,task_metadata.difficulty,task_metadata.domain,task_metadata.complexity,task_metadata.planning_type,task_metadata.stakes,task_metadata.agency,quantity,quantity_text,base_value,base_unit,unit_variant,number_format,value,value_text,unit,source_folder,time_horizon_months,source_sample_count,PLS1,PLS2,PLS3,log10_time_horizon_months,reconstruction_residual_rms,PLS1_metric,PLS2_metric,PLS3_metric
150,-1,task_available_time,<averaged>,,build proficiency in a new language,skill_learning,medium,personal_lifestyle,medium,learning,medium,individual,,,100,years,original,numeric,100,100,years,nof_conv,1200.0,36,31.056176229681423,3.162400065713529,-11.056094265846248,3.0791812460476247,0.2925692541799455,17.639394436086086,1.4377971563408227,-22.372680094515367
966,-1,task_available_time,<averaged>,,design an institution for long-term stability and effectiveness,institution_design,high,civilization,high,strategic,high,organization,,,<averaged>,<averaged>,original,numeric,10,10,decades,nof_conv,1200.0,72,20.19196668785014,6.562027851192327,-39.283870367024,3.0791812460476247,0.3037865034464334,16.752376441371638,-0.8041630924931034,-39.48567492505974
1078,-1,task_available_time,<averaged>,,design and build a city resilient to natural disasters,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,,,<averaged>,<averaged>,original,numeric,1,1,century,nof_conv,1200.0,72,21.331179176877622,0.7194265372776719,-44.170751492740365,3.0791812460476247,0.3276703629636153,16.45180679546465,-3.1347600423977116,-43.47240929875856
1166,-1,task_available_time,<averaged>,,design and preserve a knowledge archive for future civilizations,knowledge_archive,high,knowledge_preservation,high,strategic,high,civilization,,,<averaged>,<averaged>,original,numeric,1,1,century,nof_conv,1200.0,108,17.46416663212941,1.300039908789224,-43.1433060861022,3.0791812460476247,0.3382850853975733,14.017399608618751,-2.813431965854675,-44.14567069732075
1298,-1,task_available_time,<averaged>,,design infrastructure resilient to climate change,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,,,<averaged>,<averaged>,original,numeric,1,1,century,nof_conv,1200.0,72,18.19613218957068,2.605677756332334,-43.24833541646668,3.0791812460476247,0.317646760600924,15.364215825851606,-2.7249391691257463,-42.25842301316668
1406,-1,task_available_time,<averaged>,,develop a long-term personal investment strategy,investment_strategy,high,business,high,strategic,high,individual,,,<averaged>,<averaged>,original,numeric,10,10,decades,nof_conv,1200.0,72,31.491046765375767,-1.6064105261770094,-29.82405791668415,3.0791812460476247,0.3323336678094296,18.756675522861936,-1.6320384198433904,-35.90479842796895
1538,-1,task_available_time,<averaged>,,develop a long-term plan for safely containing hazardous materials,hazard_containment,high,safety,high,risk_management,high,organization,,,<averaged>,<averaged>,original,numeric,10,10,decades,nof_conv,1200.0,72,28.90111942343101,4.256418548418628,-38.95442443966202,3.0791812460476247,0.3395041936929689,19.39198615852178,-0.18314424452948774,-42.90694658033375
1650,-1,task_available_time,<averaged>,,develop a long-term strategy for humanity's survival,civilization_survival,very_high,civilization,very_high,strategic,existential,civilization,,,1,centuries,original,numeric,1,1,century,nof_conv,1200.0,36,21.27318306732913,2.578264227016141,-52.42073268004792,3.0791812460476247,0.4104441882869247,14.86541014715729,-1.705711748809188,-55.46321591129984
1758,-1,task_available_time,<averaged>,,develop a process to preserve an organization's records for future teams,knowledge_archive,medium,knowledge_preservation,medium,systems,high,organization,,,<averaged>,<averaged>,original,numeric,10,10,decades,nof_conv,1200.0,72,33.00887165005146,11.338143508312074,-22.86414322411673,3.0791812460476247,0.2693736805226415,22.327713213273615,3.178449099677664,-27.692866511428317
1870,-1,task_available_time,<averaged>,,establish a self-sustaining human settlement on another planet,civilization_survival,very_high,civilization,very_high,strategic,existential,civilization,,,<averaged>,<averaged>,original,numeric,1,1,century,nof_conv,1200.0,72,11.893298320295337,-2.9436105774199306,-45.11216330784183,3.0791812460476247,0.3635987491390202,10.016033476894112,-4.690934572526045,-46.58359781268027
2022,-1,task_available_time,<averaged>,,expand a local business to new markets,business_expansion,high,business,high,strategic,high,organization,,,<averaged>,<averaged>,original,numeric,10,10,decades,nof_conv,1200.0,72,31.502606457866424,10.83673516070166,-22.688285192926564,3.0791812460476247,0.2664933266084466,21.57385169229811,2.801026177410022,-27.076884626715223
2570,-1,task_available_time,<averaged>,,organize a wedding for a friend,event_planning,high,personal_lifestyle,high,coordination,medium,multi_agent,,,100,years,original,numeric,100,100,years,nof_conv,1200.0,36,41.882970512162494,24.448289618210325,6.10886248626132,3.0791812460476247,0.3082300567955575,22.46105016899668,13.604509213302446,-20.339931478599325
3344,-1,task_available_time,<averaged>,,restore a degraded ecosystem to long-term stability,ecosystem_restoration,very_high,safety,very_high,systems,high,multi_agent,,,<averaged>,<averaged>,original,numeric,1,1,century,nof_conv,1200.0,108,13.31304578275559,-1.687625627523774,-41.73373383203069,3.0791812460476247,0.311521788358555,12.364838723765443,-4.91027596251108,-39.64310122901266
3780,-1,task_available_time,<averaged>,,write a novel,creative_writing,high,creative,high,creative,medium,individual,,,100,years,original,numeric,100,100,years,nof_conv,1200.0,36,19.879107297929963,-2.601743324819164,-5.405920422806125,3.0791812460476247,0.3306648366773035,8.992931388141296,-0.28326263675787633,-22.265141606661004
150,-1,direct_help,,,build proficiency in a new language,skill_learning,medium,personal_lifestyle,medium,learning,medium,individual,,,100,years,original,numeric,100,100,years,plain,1200.0,48,31.95974112387478,-3.9606523803034266,-3.370129800759176,3.0791812460476247,0.4535417086498973,10.361577716923065,1.8079413989663617,-29.531758391826944
966,-1,direct_help,,,design an institution for long-term stability and effectiveness,institution_design,high,civilization,high,strategic,high,organization,,,<averaged>,<averaged>,original,numeric,10,10,decades,plain,1200.0,96,25.20174122952468,-4.349430570912369,-24.938371996431037,3.0791812460476247,0.4501089240069907,10.452596299407654,-1.2414547543174739,-40.79713579123893
1078,-1,direct_help,,,design and build a city resilient to natural disasters,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,,,<averaged>,<averaged>,original,numeric,1,1,century,plain,1200.0,96,20.49482736929645,-8.96144791729141,-33.04678553043832,3.0791812460476247,0.4802725847089737,8.353501346667045,-4.933044711478648,-44.17148336635361
1166,-1,direct_help,,,design and preserve a knowledge archive for future civilizations,knowledge_archive,high,knowledge_preservation,high,strategic,high,civilization,,,<averaged>,<averaged>,original,numeric,1,1,century,plain,1200.0,144,24.16994713193035,-4.627537235151692,-31.813372561336728,3.0791812460476247,0.4798225830305653,10.550513400192095,-2.662955204706007,-44.60469221619056
1298,-1,direct_help,,,design infrastructure resilient to climate change,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,,,<averaged>,<averaged>,original,numeric,1,1,century,plain,1200.0,96,19.347977802803413,-8.430755888457188,-31.82320146461067,3.0791812460476247,0.4744783657479238,7.707592265860907,-4.5288708650008775,-43.66290587468971
1406,-1,direct_help,,,develop a long-term personal investment strategy,investment_strategy,high,business,high,strategic,high,individual,,,<averaged>,<averaged>,original,numeric,10,10,decades,plain,1200.0,96,27.96293044363353,-9.954399625715542,-17.16088810358248,3.0791812460476247,0.4659705823847055,9.583385061209366,-2.7282082090579145,-35.57292995879796
1538,-1,direct_help,,,develop a long-term plan for safely containing hazardous materials,hazard_containment,high,safety,high,risk_management,high,organization,,,<averaged>,<averaged>,original,numeric,10,10,decades,plain,1200.0,96,27.85147300218373,-8.289156140190887,-18.62937842152901,3.0791812460476247,0.4246690097380792,10.917663922886927,-1.9691990459340647,-35.64352662583309
1650,-1,direct_help,,,develop a long-term strategy for humanity's survival,civilization_survival,very_high,civilization,very_high,strategic,existential,civilization,,,1,centuries,original,numeric,1,1,century,plain,1200.0,48,23.1124557454771,-6.391663472020332,-30.63447835578985,3.0791812460476247,0.4901304195822936,9.552294574498875,-3.647099737755773,-43.3852783641136
1758,-1,direct_help,,,develop a process to preserve an organization's records for future teams,knowledge_archive,medium,knowledge_preservation,medium,systems,high,organization,,,<averaged>,<averaged>,original,numeric,10,10,decades,plain,1200.0,96,26.75615568768861,-7.466468588476063,-20.493017582762604,3.0791812460476247,0.4357719946890833,10.46302508408157,-1.8934260790458008,-37.27726337020482
1870,-1,direct_help,,,establish a self-sustaining human settlement on another planet,civilization_survival,very_high,civilization,very_high,strategic,existential,civilization,,,<averaged>,<averaged>,original,numeric,1,1,century,plain,1200.0,96,22.74327393451864,-8.294423702090443,-26.838652971956872,3.0791812460476247,0.4886569893641879,8.522447340364716,-4.016942066667524,-40.92610379262142
2022,-1,direct_help,,,expand a local business to new markets,business_expansion,high,business,high,strategic,high,organization,,,<averaged>,<averaged>,original,numeric,10,10,decades,plain,1200.0,96,30.061722932135773,-3.46533462024586,-9.144016713750158,3.0791812460476247,0.4326518292422163,10.896903100175608,1.3178977670347463,-32.09723694153231
2570,-1,direct_help,,,organize a wedding for a friend,event_planning,high,personal_lifestyle,high,coordination,medium,multi_agent,,,100,years,original,numeric,100,100,years,plain,1200.0,48,35.19699196712011,7.151160477137132,6.748316656513779,3.0791812460476247,0.4602032220329652,11.659470618771204,7.821439388010958,-26.92857138511454
3344,-1,direct_help,,,restore a degraded ecosystem to long-term stability,ecosystem_restoration,very_high,safety,very_high,systems,high,multi_agent,,,<averaged>,<averaged>,original,numeric,1,1,century,plain,1200.0,144,19.872481996827094,-10.164993619007427,-28.138309572735203,3.0791812460476247,0.4697042349856831,7.216351460655573,-4.722441001385115,-41.288220617712454
3780,-1,direct_help,,,write a novel,creative_writing,high,creative,high,creative,medium,individual,,,100,years,original,numeric,100,100,years,plain,1200.0,48,26.389590391918038,-5.0903424976708695,-8.58458498088368,3.0791812460476247,0.4765719416596469,7.918617476251548,-0.036649348652857405,-32.13339574100462
4,-1,task_available_time,<averaged>,,allocate limited resources among competing needs,resource_allocation,,abstract,,allocation,,,,,<averaged>,<averaged>,original,numeric,2,2,centuries,abst,2400.0,72,23.926062718443983,13.654444070960782,-4.778714530734487,3.380211241711606,0.1158193673289159,17.439022060788833,3.8572113871206355,3.5019662371477907
1182,-1,task_available_time,<averaged>,,bring a system into a useful stable state,state_stabilization,,abstract,,stabilization,,,,,<averaged>,<averaged>,original,numeric,2,2,centuries,abst,2400.0,72,24.33128375540838,6.891912904820786,-18.468990712513637,3.380211241711606,0.128908665455029,18.995948000668236,-0.5736556363063166,-4.11860037749678
2360,-1,task_available_time,<averaged>,,coordinate contributors to produce an agreed result,coordination,,abstract,,coordination,,,,,<averaged>,<averaged>,original,numeric,2,2,centuries,abst,2400.0,72,30.92478380909398,12.838480542859513,7.390963687160034,3.380211241711606,0.0901106739742922,18.709254520204514,5.68241284921444,13.823926898987299
3538,-1,task_available_time,<averaged>,,determine how an unfamiliar system behaves,system_understanding,,abstract,,investigative,,,,,<averaged>,<averaged>,original,numeric,2,2,centuries,abst,2400.0,72,24.094065999163146,7.886795778443444,1.0556224176307112,3.380211241711606,0.1169899707378623,15.85745084880226,2.06142191875833,7.824410590490283
4716,-1,task_available_time,<averaged>,,establish an effective shared standard,standard_governance,,abstract,,governance,,,,,<averaged>,<averaged>,original,numeric,2,2,centuries,abst,2400.0,72,26.94166811933904,9.629301865482974,-10.847144541460986,3.380211241711606,0.1091440476211372,19.367651440971812,1.7649712334170156,2.1466365212717022
5894,-1,task_available_time,<averaged>,,produce a reliably functioning process,process_improvement,,abstract,,iterative,,,,,<averaged>,<averaged>,original,numeric,2,2,centuries,abst,2400.0,72,25.945120526288207,4.846314110141524,3.2667192117126413,3.380211241711606,0.1188562808857003,16.046457654764307,1.146463616133742,9.432954681001853
7072,-1,task_available_time,<averaged>,,recover a disrupted system to a stable state,system_recovery,,abstract,,recovery,,,,,<averaged>,<averaged>,original,numeric,2,2,centuries,abst,2400.0,72,23.702263044087253,8.406435213686308,-14.352883462055695,3.380211241711606,0.1048072158676104,18.126800727437764,0.6503119126768064,1.2416787710841515
8250,-1,task_available_time,<averaged>,,reduce a known failure risk to an acceptable level,risk_reduction,,abstract,,risk_management,,,,,<averaged>,<averaged>,original,numeric,2,2,centuries,abst,2400.0,72,29.658812285426364,15.04429913765074,-5.1169302783492565,3.380211241711606,0.0892858005669795,20.34920036205801,5.145693076359217,6.748812053136865
9428,-1,task_available_time,<averaged>,,revise a strategy for changed conditions,adaptation,,abstract,,adaptive,,,,,<averaged>,<averaged>,original,numeric,2,2,centuries,abst,2400.0,72,21.64697191763443,16.304288653188294,-5.577942513854857,3.380211241711606,0.1165108550952892,16.770051557374106,4.711989038949159,2.374665354662934
10606,-1,task_available_time,<averaged>,,transfer a body of knowledge to a new recipient,knowledge_transfer,,abstract,,knowledge_preservation,,,,,<averaged>,<averaged>,original,numeric,2,2,centuries,abst,2400.0,72,22.506242802016175,9.861417281661671,-9.735519312772665,3.380211241711606,0.1407941778304337,17.063450562056527,1.485675199207587,-1.873733666452421
970,-1,task_available_time,<averaged>,,design an institution for long-term stability and effectiveness,institution_design,high,civilization,high,strategic,high,organization,,,20,decades,original,numeric,20,20,decades,nof_conv,2400.0,36,20.493706779037435,9.54155074198828,-45.856144176456205,3.380211241711606,0.3237549799267715,17.582567366349977,0.2594061959973084,-46.033033636237136
1082,-1,task_available_time,<averaged>,,design and build a city resilient to natural disasters,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,,,<averaged>,<averaged>,original,numeric,2,2,centuries,nof_conv,2400.0,72,24.61322323586149,3.355904152477334,-41.64687752725743,3.380211241711606,0.3162425868625657,18.463203296129866,-1.7695086406503187,-41.51406179579136
1170,-1,task_available_time,<averaged>,,design and preserve a knowledge archive for future civilizations,knowledge_archive,high,knowledge_preservation,high,strategic,high,civilization,,,<averaged>,<averaged>,original,numeric,2,2,centuries,nof_conv,2400.0,72,18.50788816083604,2.5929492242850247,-46.22254884177972,3.380211241711606,0.3469822457529473,14.855521608410779,-2.3206559804279703,-47.00735857836062
1302,-1,task_available_time,<averaged>,,design infrastructure resilient to climate change,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,,,<averaged>,<averaged>,original,numeric,2,2,centuries,nof_conv,2400.0,72,22.215384693360644,5.22247804577193,-40.277810241407074,3.380211241711606,0.306022091202521,17.668175974352856,-1.269881298665248,-39.994461353930404
1410,-1,task_available_time,<averaged>,,develop a long-term personal investment strategy,investment_strategy,high,business,high,strategic,high,individual,,,20,decades,original,numeric,20,20,decades,nof_conv,2400.0,36,34.927964469083726,4.5311208519009085,-31.539966377074613,3.380211241711606,0.3274369146916463,21.72287382041858,0.9261665494155036,-37.80403933518875
1542,-1,task_available_time,<averaged>,,develop a long-term plan for safely containing hazardous materials,hazard_containment,high,safety,high,risk_management,high,organization,,,20,decades,original,numeric,20,20,decades,nof_conv,2400.0,36,30.07098619271964,7.508494577881071,-43.53563327790106,3.380211241711606,0.3514774964074155,20.655221263743083,1.0575988780276413,-47.35875507462606
1654,-1,task_available_time,<averaged>,,develop a long-term strategy for humanity's survival,civilization_survival,very_high,civilization,very_high,strategic,existential,civilization,,,2,centuries,original,numeric,2,2,centuries,nof_conv,2400.0,36,23.50345049869689,4.01476795339557,-52.492159799916,3.380211241711606,0.4101686714608556,16.183805124974025,-0.9346088234833863,-55.860945477542614
1762,-1,task_available_time,<averaged>,,develop a process to preserve an organization's records for future teams,knowledge_archive,medium,knowledge_preservation,medium,systems,high,organization,,,20,decades,original,numeric,20,20,decades,nof_conv,2400.0,36,35.10040599537337,16.298832206697938,-27.12856784940093,3.380211241711606,0.2773778456531877,24.428704956239322,5.164265103135852,-32.231499385651475
1874,-1,task_available_time,<averaged>,,establish a self-sustaining human settlement on another planet,civilization_survival,very_high,civilization,very_high,strategic,existential,civilization,,,<averaged>,<averaged>,original,numeric,2,2,centuries,nof_conv,2400.0,72,13.723576890772442,-2.188261604578115,-45.490116350832885,3.380211241711606,0.3575089034334741,11.324568572417395,-4.400673376007372,-46.42905548352938
2026,-1,task_available_time,<averaged>,,expand a local business to new markets,business_expansion,high,business,high,strategic,high,organization,,,20,decades,original,numeric,20,20,decades,nof_conv,2400.0,36,38.19442227316154,19.28357034278596,-16.310512748627314,3.380211241711606,0.2587014091057595,25.2168603614253,7.428461587283975,-24.742503199526677
3348,-1,task_available_time,<averaged>,,restore a degraded ecosystem to long-term stability,ecosystem_restoration,very_high,safety,very_high,systems,high,multi_agent,,,<averaged>,<averaged>,original,numeric,2,2,centuries,nof_conv,2400.0,72,15.117556159394567,0.4340883367173884,-44.55020088032752,3.380211241711606,0.3143345381030691,13.881887679831326,-4.111890346450608,-42.00920287983078
970,-1,direct_help,,,design an institution for long-term stability and effectiveness,institution_design,high,civilization,high,strategic,high,organization,,,20,decades,original,numeric,20,20,decades,plain,2400.0,48,25.46292312194688,-2.191577310149372,-29.15821248076257,3.380211241711606,0.466026294856833,11.243626437394617,-0.9586352002952951,-43.80280678743192
1082,-1,direct_help,,,design and build a city resilient to natural disasters,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,,,<averaged>,<averaged>,original,numeric,2,2,centuries,plain,2400.0,96,22.978278002981824,-7.360135298373883,-31.67811779393213,3.380211241711606,0.4730558890950671,9.650796482743296,-3.749309075279359,-43.89700108400443
1170,-1,direct_help,,,design and preserve a knowledge archive for future civilizations,knowledge_archive,high,knowledge_preservation,high,strategic,high,civilization,,,<averaged>,<averaged>,original,numeric,2,2,centuries,plain,2400.0,96,24.541388343728457,-3.61533233819911,-34.77243524465712,3.380211241711606,0.4937248439399119,11.276794256201018,-2.9338909017953787,-46.198186557262346
1302,-1,direct_help,,,design infrastructure resilient to climate change,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,,,<averaged>,<averaged>,original,numeric,2,2,centuries,plain,2400.0,96,22.81075851753474,-6.139562508163404,-29.468599909750008,3.380211241711606,0.4650949293408334,9.477169522455865,-2.8581037031526293,-42.98111959423241
1410,-1,direct_help,,,develop a long-term personal investment strategy,investment_strategy,high,business,high,strategic,high,individual,,,20,decades,original,numeric,20,20,decades,plain,2400.0,48,31.14517426828588,-4.920751867252117,-16.880706500126667,3.380211241711606,0.4630755816460369,11.817227926051965,-0.27217297936494544,-36.64864559289633
1542,-1,direct_help,,,develop a long-term plan for safely containing hazardous materials,hazard_containment,high,safety,high,risk_management,high,organization,,,20,decades,original,numeric,20,20,decades,plain,2400.0,48,29.02235704096657,-5.760378966708876,-21.35716478270205,3.380211241711606,0.4333088112140639,12.017175028916148,-1.0900659995505406,-38.087685421798554
1654,-1,direct_help,,,develop a long-term strategy for humanity's survival,civilization_survival,very_high,civilization,very_high,strategic,existential,civilization,,,2,centuries,original,numeric,2,2,centuries,plain,2400.0,48,24.47946605807564,-5.243164343231012,-31.18778281764808,3.380211241711606,0.4919924811325157,10.466685922442021,-3.1747522766039262,-43.93433729722855
1762,-1,direct_help,,,develop a process to preserve an organization's records for future teams,knowledge_archive,medium,knowledge_preservation,medium,systems,high,organization,,,20,decades,original,numeric,20,20,decades,plain,2400.0,48,29.639573594489526,-2.8330211426186183,-21.72333446149876,3.380211241711606,0.4418791129720814,12.538142209848248,0.14564647377045503,-39.286936308637536
1874,-1,direct_help,,,establish a self-sustaining human settlement on another planet,civilization_survival,very_high,civilization,very_high,strategic,existential,civilization,,,<averaged>,<averaged>,original,numeric,2,2,centuries,plain,2400.0,96,23.65903454282639,-7.627739067171237,-27.686557833827607,3.380211241711606,0.4887131669986349,9.200467537109807,-3.7591504200348407,-41.55079208197314
2026,-1,direct_help,,,expand a local business to new markets,business_expansion,high,business,high,strategic,high,organization,,,20,decades,original,numeric,20,20,decades,plain,2400.0,48,33.847424586494526,1.6784032579423,-5.700694784012779,3.380211241711606,0.4316685833871249,12.923091148268876,4.17338806928254,-31.50125669641129
3348,-1,direct_help,,,restore a degraded ecosystem to long-term stability,ecosystem_restoration,very_high,safety,very_high,systems,high,multi_agent,,,<averaged>,<averaged>,original,numeric,2,2,centuries,plain,2400.0,96,20.84121691452543,-8.584934258307575,-30.39906541871594,3.380211241711606,0.479047655759809,8.161861236319977,-4.423354803264523,-42.86183694564346
8,-1,task_available_time,<averaged>,,allocate limited resources among competing needs,resource_allocation,,abstract,,allocation,,,,,<averaged>,<averaged>,original,numeric,3,3,centuries,abst,3600.0,72,29.1968328450734,18.77674807606265,-1.0575791062625175,3.5563025007672877,0.1056276757008993,20.079947060906807,6.9400160350098155,5.673104655642904
1186,-1,task_available_time,<averaged>,,bring a system into a useful stable state,state_stabilization,,abstract,,stabilization,,,,,<averaged>,<averaged>,original,numeric,3,3,centuries,abst,3600.0,72,28.493295832790658,10.976823317010956,-13.992397691012044,3.5563025007672877,0.1114352551944082,20.829765380677447,2.087062029633074,-0.21205966243380203
2364,-1,task_available_time,<averaged>,,coordinate contributors to produce an agreed result,coordination,,abstract,,coordination,,,,,<averaged>,<averaged>,original,numeric,3,3,centuries,abst,3600.0,72,37.10649263292603,18.73196693239408,14.230245710663503,3.5563025007672877,0.1054150983319886,21.581802994195147,9.228604864492226,13.7706458800812
3542,-1,task_available_time,<averaged>,,determine how an unfamiliar system behaves,system_understanding,,abstract,,investigative,,,,,<averaged>,<averaged>,original,numeric,3,3,centuries,abst,3600.0,72,29.90258497191368,14.011350278954328,6.336362696388516,3.5563025007672877,0.1079545843156322,18.655696026848418,5.769366260130713,10.414860068556791
4720,-1,task_available_time,<averaged>,,establish an effective shared standard,standard_governance,,abstract,,governance,,,,,<averaged>,<averaged>,original,numeric,3,3,centuries,abst,3600.0,72,33.94913234615477,15.58384484442884,-1.9182716619735476,3.5563025007672877,0.1009147343748448,22.150440125460946,5.907723628965792,6.588935975864631
5898,-1,task_available_time,<averaged>,,produce a reliably functioning process,process_improvement,,abstract,,iterative,,,,,<averaged>,<averaged>,original,numeric,3,3,centuries,abst,3600.0,72,30.09988667624899,9.99553835599911,5.987760610261911,3.5563025007672877,0.1027844948837861,18.262969661907434,4.095368341328783,11.934431790615378
7076,-1,task_available_time,<averaged>,,recover a disrupted system to a stable state,system_recovery,,abstract,,recovery,,,,,<averaged>,<averaged>,original,numeric,3,3,centuries,abst,3600.0,72,28.655554638491683,13.326166940064905,-9.351473772029603,3.5563025007672877,0.0941483093056522,20.34989271167466,3.801465896432358,4.20987888851427
8254,-1,task_available_time,<averaged>,,reduce a known failure risk to an acceptable level,risk_reduction,,abstract,,risk_management,,,,,<averaged>,<averaged>,original,numeric,3,3,centuries,abst,3600.0,72,34.68298765828966,20.75764880319872,0.241394367767395,3.5563025007672877,0.0877302026482369,22.718569122335936,8.574762474983155,8.399127335303454
9432,-1,task_available_time,<averaged>,,revise a strategy for changed conditions,adaptation,,abstract,,adaptive,,,,,<averaged>,<averaged>,original,numeric,3,3,centuries,abst,3600.0,72,28.036358610737345,21.620571283330143,3.0001060691108434,3.5563025007672877,0.1154511652485018,19.267482880748386,8.419596672715537,5.751620687836526
10610,-1,task_available_time,<averaged>,,transfer a body of knowledge to a new recipient,knowledge_transfer,,abstract,,knowledge_preservation,,,,,<averaged>,<averaged>,original,numeric,3,3,centuries,abst,3600.0,72,27.23007735605132,14.6122592060129,-5.661127589838231,3.5563025007672877,0.1276693947432164,19.384534617638245,4.351007442294097,1.0231702619498781
974,-1,task_available_time,<averaged>,,design an institution for long-term stability and effectiveness,institution_design,high,civilization,high,strategic,high,organization,,,30,decades,original,numeric,30,30,decades,nof_conv,3600.0,36,22.55520951350502,11.273258428773063,-44.842772704732845,3.5563025007672877,0.3194591678576088,18.836555123862357,1.1577580643425938,-45.45049875260531
1086,-1,task_available_time,<averaged>,,design and build a city resilient to natural disasters,resilient_infrastructure,very_high,infrastructure,very_high,systems,high,organization,,,<averaged>,<averaged>,original,numeric,3,3,centuries,nof_conv,3600.0,72,28.67231953590693,7.073493379737675,-38.21051463513618,3.5563025007672877,0.302321096704472,20.93621407263338,0.1488106339034978,-38.98140098957822
1174,-1,task_available_time,<averaged>,,design and preserve a knowledge archive for future civilizations,knowledge_archive,high,knowledge_preservation,high,strategic,high,civilization,,,<averaged>,<averaged>,original,numeric,3,3,centuries,nof_conv,3600.0,72,19.487044334129045,4.117155022611434,-47.51534108282627,3.5563025007672877,0.3486711514842617,15.679991189347765,-1.7028892629012167,-48.24510160786002
